date,link,text,price,images,description,place
2019-09-13 13:03,https://gainesville.craigslist.org/for/d/newberry-travel-trailer-cover/6977866427.html,Travel trailer cover,$75,,"
        ,
Custom made nylon material for trailers thirty feet or less.  It has enough room to accommodate up to 35 feet, but it might be a little snug.  It is in great shape and we hardly ever used it.,
,
Has zippered entry panels to access while it is on.    ", (Newberry)
2019-09-13 13:09,https://gainesville.craigslist.org/bfd/d/orlando-the-nations-largest-custom-food/6977876474.html,The nations LARGEST custom Food Truck and Trailer Manufacturer!!!,$0,"https://images.craigslist.org/01010_2I5DuHwi93e_600x450.jpg,https://images.craigslist.org/01414_8kwL76Lftot_600x450.jpg,https://images.craigslist.org/00F0F_9l1c1RCGLHL_600x450.jpg,https://images.craigslist.org/00b0b_i11HNELottl_600x450.jpg,https://images.craigslist.org/00L0L_86oLvPSnK8g_600x450.jpg,https://images.craigslist.org/00S0S_7p4NU7iRZL4_600x450.jpg,https://images.craigslist.org/00k0k_fTuuABP0QVY_600x450.jpg,https://images.craigslist.org/00h0h_5zilKV0I680_600x450.jpg,https://images.craigslist.org/00D0D_7tmcSkS8VhS_600x450.jpg,https://images.craigslist.org/00Z0Z_56yjJ5GCW3x_600x450.jpg,https://images.craigslist.org/00J0J_beJBAFzaU4D_600x450.jpg,https://images.craigslist.org/00t0t_fTRvG2qV10y_600x450.jpg,https://images.craigslist.org/00h0h_dHmF6nFgBYC_600x450.jpg,https://images.craigslist.org/00B0B_83M0Et56ZS0_600x450.jpg,https://images.craigslist.org/00d0d_lj7Jms5c3hp_600x450.jpg,https://images.craigslist.org/01313_dtgrH8EHW9P_600x450.jpg,https://images.craigslist.org/00Z0Z_55OYB2I2tR4_600x450.jpg,https://images.craigslist.org/00l0l_7sHXXyfoXRR_600x450.jpg,https://images.craigslist.org/00909_hvJ622NLfFi_600x450.jpg,https://images.craigslist.org/00e0e_iK6KzMXG2Ct_600x450.jpg,https://images.craigslist.org/00404_hdivfOnzoCk_600x450.jpg,https://images.craigslist.org/00z0z_2Yv9lFVGUeO_600x450.jpg,https://images.craigslist.org/00r0r_gQFVmUUGGjY_600x450.jpg","
        ,
***WE ARE THE NATIONS LARGEST FOOD TRUCK AND TRAILER MANUFACTURER! WE OFFER VIDEO TOURS FOR ALL OF OUR OUT OF THE AREA CUSTOMERS!!!!***MAKE THE FROG PART OF YOUR ORLANDO FLORIDA FAMILY VACATION! WE ARE RIGHT NEXT TO DISNEY WORLD!!** ONE FAT FROG SPECIALIZES IN BUILDING CUSTOM QUALITY FOOD TRAILERS/TRUCKS******WE HAVE A 100,000 SQ FOOT SHOWROOM FULL OF FOOD TRAILERS AND COMMERCIAL RESTAURANT EQUIPMENT!***YOU NEED IT? WE HAVE IT! YOU WANT IT? WE DO IT ALL!!!****,
,
,
When you are ready to make your dreams come true, give the Frog a call! Get your very own custom One Fat Frog food truck or trailer today! It’s not just about slapping a few pieces of restaurant equipment in there either. We’re talking about full conversions–pretty much turning old commercial trucks to a mobile foodie’s paradise. However, if it’s only equipment you want, we have that too! The Frog is known for building workhorses with a mix of used & new equipment. We also offer a premium package with new equipment, details and gadgets known to trucks few you may have seen! Our Premium Packages save you $30,000-$70,000!!!! Our Workhorse Packages start far more affordable. Each one is a custom build to meet your budget, and your needs!,
,
Whether you want a trailer or truck or if you need help coming up with a concept, we have got you. We are a one-stop shop with equipment trailers and now even wraps. We cannot wait to make your dreams come to life. Call or stop by today to join the #Frogfamily, see you soon! Disney isn't the only place where dreams come true! Ready to start cooking? We have got you covered with 15 years + experience in the business we are fully equipped to provide you with the top of the line equipment (yes, that's a pun).,
,
The food truck business has over 15 years of growth with no signs of slowing down. Many restaurants owners are attracted to the lower starting & operating costs as well as the location mobility of a food truck or trailer. With One Fat Frog, you're guaranteed to pass all inspections. We are the biggest manufacturer of mobile kitchens in the country with 40-50 trucks and trailers in our 100,000 sq ft warehouse at every stage of production. So stop on by and see them for yourself. No appointment needed!,
,
Our Facebook pages have thousands of photos and videos of every kind of build you can imagine. If you can dream it, we can build it. You can even bring your own vehicle (like an RV, a step van, etc) to our 100,000 sq ft facility so we can see what needs to be done to transform it to a mobile kitchen.,
So if you are ready to take the next step in your food adventure, call The Frog today.,
With a 100,000 sq ft warehouse full of restaurant equipment for sale we know the business from the brick & mortar to the mobile kitchen.,
☛ 2416 Sand Lake Road, Orlando, FL 32809,
☏ (407) 480-3409,
❂ Mon - Fri: 9AM - 5PM,
❂ Sat: 10AM - 3PM,
www.onefatfrog.com,
www.facebook.com/buyafoodtrucktrailer/,
https://www.facebook.com/OneFatFrogRestaurantEquipment/,
https://www.instagram.com/onefatfrog/,
https://www.facebook.com/unsapogordo,
,
Fridges Freezers Warmers Chests Fryers Double Fryers Stainless Steal For Sale Vent Hood Walk-In Cooler Refrigerator Freezer Bar Fryer Glass Door Commercial Beverage Merchandisers Under Counter Salad Sandwich Freezer Refrigerator Under Counter Sandwich Upright Refrigerator Upright Reach-In Refrigerator Concession Commercial Concession True Freezers Deep Fryers Griddles Flat Top Griddle Burner Freezer Stove Fryer Stainless Steal Triple Sink Bin Reach Ins Stainless Steel Hoods Exhaust System 3 Compartment Sink Char Broiler Deli Case Deep Fryer Prep Sandwich Mixers Convection Steamers Hand Sink Deli Case Beverage Chest Cooler Oven Gas Ranges Electric Ranges Food Warmer Industrial Walk-In Retail Business Rotisserie Food Carts Food Cart Mobile Cart Mobile Carts Trailer Trailers Hotdog Cart Taco Cart Taco Carts Lunch Truck Street Fair Hot Dog Hotdog Hot Dogs Food Sale ""Grill"" ""Grills"" ""Bbq"" ""Hot Dog"" ""Rotisserie"" ""Gyro"" ""Carts"" Prep Sandwich Prep Megatop Alto Shaam Alto Sham Cook And Hold Case Display Case Dessert Case Charbroiler Smoker Kegerators; Range - Gas - Griddle - Oven - Stove - Commercial Griddle - Grill - - equipment buyers Used Commercial Equipment Used Tools And Equipments And Their Uses Used Equipments Walk-In And Freezers Commercial Ice Machines, Commercial Refrigeration, Commercial Cooking, Commercial Convection, Commercial Refrigeration, Commercial Refrigerators, Refrigeration, Commercial Food Preparation Commercial Refrigerators And Freezers, Commercial Microwaves, Cooking And Warming, Commercial Mixers, Commercial Cooking, Commercial Blenders, Commercial Cooking Equipment, Concession , Bar Walk In Cooler, Refrigeration Commercial, Cheap, Low Cost, Refrigerator Freezers, Combinations Commercial Brands, Stainless Steel, Best Deals, Sale, Best Deals In Town, Equipment,
do NOT contact me with unsolicited services or offers    ", (Orlando)
2019-09-13 13:10,https://gainesville.craigslist.org/mob/d/gainesville-iphone-256-gb-unlock-it/6977842983.html,Iphone X 256 gb unlock it yourself,$400,,"
        ,
hello there, i have bought this , so it will work on verizon network, unless you wanna unlock it yourself, i was using android and i thought to switch to IOS but it was not easy for me. so its a good price and if you are interested contact me at this *T*-*E*-*X*T*-* -*M*-*E*-‪(8 1 6) 6 5 9 -1 2 6 2,
    ", (gaine=sville)
2019-09-13 13:13,https://gainesville.craigslist.org/hsh/d/gainesville-shark-stick-bagless-euro/6977876908.html,Shark Stick Bagless Euro Pro X,$15,"https://images.craigslist.org/01111_5SPWgEqLwFf_600x450.jpg,https://images.craigslist.org/00T0T_4Oury8qGbfv_600x450.jpg","
        ,
Shark Stick Bagless Euro Pro X Vacuum. Works Great on tile and wood floors. $15,
Thanks!!    ", (Gainesville)
2019-09-13 13:15,https://gainesville.craigslist.org/hsh/d/gainesville-beautiful-glass-etched/6977878468.html,Beautiful Glass Etched Table Lamp,$15,"https://images.craigslist.org/00Z0Z_lt01kRMdsqv_600x450.jpg,https://images.craigslist.org/00N0N_dRlHZACxoLm_600x450.jpg","
        ,
Beautiful Glass Etched Table Lamp. Very heavy and solid.  $15 Thanks!!    ", (Gainesville)
2019-09-13 13:15,https://gainesville.craigslist.org/for/d/gainesville-vases-mirrors-beads-and-more/6968653405.html,"Vases, Mirrors, Beads and more",$0,"https://images.craigslist.org/00B0B_4yROTA03ngs_600x450.jpg,https://images.craigslist.org/00i0i_eEsnnYt1OH3_600x450.jpg,https://images.craigslist.org/01010_eE0Fx6Zgjsw_600x450.jpg,https://images.craigslist.org/00U0U_fknsTfu25dz_600x450.jpg,https://images.craigslist.org/00B0B_enhWocUKYa1_600x450.jpg,https://images.craigslist.org/00l0l_lUeIrm9HXZX_600x450.jpg,https://images.craigslist.org/00T0T_jDvjfzQcC4t_600x450.jpg,https://images.craigslist.org/00J0J_fXzRvcYfNlt_600x450.jpg,https://images.craigslist.org/00c0c_aIE9HcaUpYj_600x450.jpg,https://images.craigslist.org/00s0s_kQlXi7DORxV_600x450.jpg,https://images.craigslist.org/00h0h_3VypEJ6YRkY_600x450.jpg,https://images.craigslist.org/01717_iKcmkgLlegS_600x450.jpg,https://images.craigslist.org/00K0K_kGz418JyTOj_600x450.jpg,https://images.craigslist.org/00i0i_aKoxNhodfKq_600x450.jpg,https://images.craigslist.org/00o0o_ig2NjU6lvd6_600x450.jpg","
        ,
Decorations for Sale – All new or in good condition - used once for a wedding. They are clean and ready to use.  Cash only.  Contact information under ""reply"" above.,
,
23 sets of 3 Eastland Cylinder Vases (69 total) - all 3.25” round. 23 each at 7.5”, 9” and 10.5” - $150,
22 Mirrors with beveled edge - 12” Round with anti-skid feet - $50,
12 White floating candles – 3” round and 1 3/16” high -$10,
22 pounds of clear glass beads - $40,
White Imitation Pearls  - Approximate amounts: 30mm – 45 pearls,  24mm – 60 pearls, 18mm – 90 pearls and 10mm – 300 pearls - $95,
Beads – Dark navy blue and silver glass beads - $75 ,
Metallic Silver Raindrops for vase fillers or table scatter – 2 jars of 16 ounces each -$10,
19 Wire Card Holders for Table Numbers - $5,
Ring Bearer Pillow and Flower girl Basket with marine blue ribbon - $40,
    ", (Gainesville)
2019-09-13 13:15,https://gainesville.craigslist.org/for/d/lutz-6-passenger-facing-forward-limo/6967936263.html,6 Passenger facing forward Limo Gas golf cart,$3295,"https://images.craigslist.org/00d0d_31SjxAjcO2k_600x450.jpg,https://images.craigslist.org/00v0v_eaT9xxmhx6Z_600x450.jpg","
        ,
6 Passenger facing forward golf cart Gas,
Golf Car Depot,
 ,
,
golf cart, gas, carts, car    ", (Golf Car Depot)
2019-09-13 13:16,https://gainesville.craigslist.org/for/d/trenton-club-car/6977879732.html,Club car,$3500,"https://images.craigslist.org/00K0K_jrIxeh3T84o_600x450.jpg,https://images.craigslist.org/00U0U_1zDF7Hhp0Ia_600x450.jpg,https://images.craigslist.org/00O0O_3h8LQ39Q7XK_600x450.jpg,https://images.craigslist.org/00202_6j1Lw34Re5d_600x450.jpg,https://images.craigslist.org/00S0S_dWZFkClbPvf_600x450.jpg","
        ,
2010 Club car xrt, 4x4, Briggs 14 hp, runs good front bumper with hitch, rear hitch, am/fm marine radio, top, fold down windshield have service an parts manuals $3500 (obo)    ", (Trenton)
2019-09-13 13:17,https://gainesville.craigslist.org/for/d/lutz-6-passenger-facing-forward-gas/6967396049.html,6 Passenger facing forward gas golf cart,$3995,"https://images.craigslist.org/01111_cbx8EaEpUo1_600x450.jpg,https://images.craigslist.org/00v0v_eaT9xxmhx6Z_600x450.jpg","
        ,
6 Passenger facing forward golf cart,
cart runs great,
Golf Car Depot,
 ,
,
Authorized EZGO Dealer,
golf cart cars carts    ", (Land O Lakes)
2019-09-13 13:19,https://gainesville.craigslist.org/wto/d/chiefland-20-aluminum-dodge-wheel/6971438590.html,"20"" Aluminum Dodge Wheel",$40,"https://images.craigslist.org/01111_bxh4nqRHP4f_600x450.jpg,https://images.craigslist.org/00T0T_3Sz4Nv39rgF_600x450.jpg","
        ,
This is a wheel that I have had in my shop for a while, time for it to find a new home.,
,
It is a factory dodge ram 1500 5 lug wheel with the smaller center.  Since it has the smaller center it will not fit anything older than 2001 without modification.    ", (Chiefland)
2019-09-13 13:18,https://gainesville.craigslist.org/hsh/d/gainesville-keurig-single-cup-coffee/6977881184.html,Keurig Single Cup Coffee Maker,$20,"https://images.craigslist.org/00N0N_4QIWHEc6H7A_600x450.jpg,https://images.craigslist.org/00D0D_kTtDUmOXk7B_600x450.jpg,https://images.craigslist.org/00H0H_fuKsxEK14jD_600x450.jpg","
        ,
Keurig Single Cup Coffee Maker.  Excellent Condition!   Very rarely been used. 2 free boxes of K-cups.  $20,
Thanks!    ", (Gainesville)
2019-09-13 13:19,https://gainesville.craigslist.org/app/d/gainesville-electrical-stove-for-sale/6971669963.html,Electrical Stove for Sale,$65,"https://images.craigslist.org/00D0D_3ZyggL6TG61_600x450.jpg,https://images.craigslist.org/00i0i_cqjjka20gM3_600x450.jpg","
        ,
Electrical Stove is in good working condition, asking for $80,
,
Sale as is, pick up only.    ","
        ("
2019-09-13 13:21,https://gainesville.craigslist.org/pts/d/chiefland-1st-gen-dodge-passenger-door/6971444150.html,1st Gen Dodge passenger door,$35,"https://images.craigslist.org/01212_jEbX6WFcq2j_600x450.jpg,https://images.craigslist.org/00N0N_amDQLEP6kp0_600x450.jpg","
        ,
This is a good door from a 1st generation dodge pickup that I had.  It is a power window, power lock door with all of the parts still in it.  It is in excellent shape.,
,
Come and get it!    ", (Chiefland)
2019-09-13 13:19,https://gainesville.craigslist.org/hsh/d/gainesville-westbend-900-watt-red/6977879957.html,Westbend 900 watt Red Microwave,$25,"https://images.craigslist.org/00W0W_hOypH7EuJDx_600x450.jpg,https://images.craigslist.org/00F0F_eVyZJMk0CKR_600x450.jpg","
        ,
Red Westbend 900 watt microwave. Excellent condition. Very clean!  $25,
Thanks!    ", (Gainesville)
2019-09-13 13:19,https://gainesville.craigslist.org/hvd/d/gainesville-new-2019-skyjack-ft/6977885461.html,New 2019 Skyjack 3219 (19 ft) electric scissor lift for sale,$10500,"https://images.craigslist.org/00o0o_lKdrOw16eeO_600x450.jpg,https://images.craigslist.org/00p0p_609tAo037d2_600x450.jpg,https://images.craigslist.org/00C0C_973mw7CTIs1_600x450.jpg,https://images.craigslist.org/00k0k_lAFYAXHJaQS_600x450.jpg,https://images.craigslist.org/00V0V_6NXQzFtRkP_600x450.jpg,https://images.craigslist.org/00f0f_4FbnKc8Fef9_600x450.jpg,https://images.craigslist.org/00B0B_a0922JRogME_600x450.jpg,https://images.craigslist.org/01111_cXJOpwfdBve_600x450.jpg,https://images.craigslist.org/01010_gNzZPwDDBgr_600x450.jpg,https://images.craigslist.org/00a0a_gfyjtyuLSrQ_600x450.jpg,https://images.craigslist.org/00y0y_468Uv6NqZCd_600x450.jpg,https://images.craigslist.org/00m0m_1d6Ik8jxopY_600x450.jpg,https://images.craigslist.org/00U0U_a3EGgttI9bu_600x450.jpg,https://images.craigslist.org/00h0h_aLUPAkAkHI2_600x450.jpg,https://images.craigslist.org/00G0G_jb5yPWMsjSm_600x450.jpg","
        ,
THINK YOU CAN'T AFFORD TO BUY NEW....THINK AGAIN! ,
,
New 2019 Skyjack SJIII 3219 Electric Scissor Lift for sale. Stock #755. Includes 2-year full warranty (parts and labor) and 5-year structural warranty from Skyjack Corporation.  Scissor lift has:,
,
•	19-ft. platform height,
•	25-ft. working height,
•	32"" wide,
•	78.5"" high ,
•	70"" long,
•	550 lbs. lift capacity,
•	2580 lbs. operating weight,
•	Drivable at full height, 3-ft. slide out extension deck, 24-volt DC power (4 deep-cycle 6-volt batteries), on-board automatic battery charger, solid rubber non-marking tires, pothole protection system and a 110-volt AC outlet on platform with GFI.,
,
Your TOTAL DELIVERED COST within the Gainesville metro area for the new 2019 SJlll 3219 is $10,500.,
,
Please call 574-340-9258 for more information.,
,
ULE Sales, LLC - BBB Accredited Business (A+ rating) with a special focus on aerial and material lifts.,
,
Financing is available with instant approval and low interest rates.  You may receive an even lower interest rate when applying through our website: www.usedliftequipment.com. Once on our website, click the “FINANCING” tab and select ""CLICK HERE"" to begin your quick and easy loan application.  All documents are E-signed from your office computer.  Please call if you have any questions.,
,
Our complete list of Skyjack electric scissor lifts include:,
,
•	SJIII 3219 (19-ft. platform height/25-ft. working height - 550 lbs. Lift capacity - 32 inches wide),
•	SJIII 3220 (20-ft. platform height/26-ft. working height - 900 lbs. Lift capacity - 32 inches wide),
•	SJIII 3226 (26-ft. platform height/32-ft. working height - 500 lbs. Lift capacity - 32 inches wide),
•	SJIII 4626 (26-ft. platform height/32-ft. working height - 1000 lbs. Lift capacity - 46 inches wide),
•	SJIII 4632 (32-ft. platform height/38-ft. working height - 700 lbs. Lift capacity - 46 inches wide),
•	SJIII 4740 (39-ft. platform height/45-ft. working height - 500 lbs. Lift capacity - 47 inches wide),
,
Please call 574-340-9258 for your total delivered cost. Discounts available for multiple unit purchases. ,
,
WHY SKYJACK?,
- Greater weight lifting capacity,
- Best factory warranty a 2-yr. parts and labor and 5-yr. structural warranty,
- Large platform areas,
- Variable speed front or rear (depending on model) wheel hydraulic drives,
- Standard color coded and numbered wiring system,
- Analog based controls,
- Easiest scissor lifts to maintain,
- Lowest cost replacement parts,
- Lightest scissor lifts in their class (SJlll 3219, SJlll 3220 and SJlll 3226),
,
ULE Sales, LLC: Our mission is to: ,
1.	Help you determine the aerial and material lift equipment you need to get the job done.  ,
2.	Offer you wholesale pricing on quality work-ready equipment.,
,
    ", (Gainesville)
